,book_title,author,reader_review,rating,label
7138,"La cité Saturne, tome 1",Hisae Iwaoka,Les hommes sont à 30 000 km de la Terre dans un anneau qui l'entoure. C'est l'histoire d un enfant qui s appele Mitsu son père a disparu en nettoyant les vitres du niveau inférieur.,3.0,0
7751,"Victor's Rock, tome 2 : Le crépuscule de la rose",Jo Colleen,"Les grandes vacances, le moment pour Emma de retourner dans sa famille, et de préparer les festivités, mais aussi de présenté son compagnon. Un début de livre bien mouvementé.",5.0,1
4584,Les grandes oubliées,Titiou Lecoq,"Les grandes oubliées – Pourquoi l’Histoire a effacé les femmes est un livre indispensable, essentiel. Pour toutes les petites filles qui ont appris à l’école que l’histoire s’était écrite sans elles. Pour que toutes les femmes s’approprient leur histoire, pour que tous les hommes comptent enfin avec elle et pour simplement rendre aux femmes du passé leurs justes places. Ce livre est joyeux car l’écriture de Titiou Lecoq est dynamique et ses expressions personnelles, ses ajouts et ses « traductions » de l’histoire sont un régal de punchlines. Certes, ce livre est féministe car il combat une domination masculine présente dans les manuels d’histoire. Mais il ne cherche pas à écraser l’autre, il cherche à co-construire une nouvelle histoire, plus fidèle à la réalité. Non, les femmes ne restaient pas dans leur grotte pour élever les enfants du temps de Neandertal. Non, le pouvoir n’a pas été uniquement le fait des hommes, certaines femmes ont régné, ont fait la guerre. Certaines femmes ont écrit, ont milité, on fait la révolution… Mais les manuels d’Histoire, fruits de recherches effectuées pour la plupart au XIXe et au XXe siècles sont plus le reflet de la société moderne que de la réalité de l’époque. Bouleversant vos certitudes, ce livre est incontournable. Il offre la liberté d’être aux femmes en leur rendant leur histoire.",5.0,1
9552,La patience du franc-tireur,Arturo Pérez-Reverte,"Les graffitis ! Pas vraiment mon truc. Et quelque chose me dit n’être pas seul dans ce cas. Manifestement un des buts de ce roman d’Arturo Perez – Reverte est de mieux faire connaître le milieu, sa connotation « artistique ». On va dire qu’il y parvient. En partie. Au moins à nous y intéresser. Cela dit, aujourd’hui (!), descendant des ruelles de cette magnifique ville sicilienne qu’est Modica, je suis tombé sur … des graffitis. Et j’ai eu du mal à éprouver de la compréhension et de l’admiration pour ce qui n’était en l’occurrence que de la dégradation pure et simple.",3.5,0
404,Les Graciées,Kiran Millwood Hargrave,"Les Graciées nous entraînent dans la Norvège du XVIIème siècle, sur une île isolée et glaciale. Glaciale à cause des températures du Grand Nord et glaçante comme l’atmosphère qui y règne suite aux terribles événements qui s’y déroulent. En effet le deuil frappe les habitantes après le décès en mer de tous les hommes lors d’une tempête et, après une période où elles sont livrées à elles-mêmes et où elles doivent prendre des initiatives pas toujours bien vues par l’Église pour assurer leur subsistance, un délégué est envoyé sur l’île pour remettre de l'ordre dans la petite communauté, lançant une véritable chasse aux sorcières.",2.5,-1
1621,"Achille Talon, tome 10 : Le Roi de la science diction",Greg,"Les gags dans cet album sont vraiment bons, à part peut-être le dernier avec le patron d'Chille nettement moins bon, comme tous ceux dans l'univers professionnel. par contre, ceux en lien avec l'écologie, les forces de l'ordre ou encore dans le domaine de la santé sont excellents. J'apprécie les petites scènes où Talon et Lefuneste se battent à s'en déchiqueter tout en s'adressant des propos policés sur la forme et acides sur le fond. Le décalage entre visuel et paroles fonctionne bien.",4.0,1
3826,"Moriarty, tome 9",Ryosuke Takeuchi,les frères Moriarty sont sur leurs gardes. Milverton cherche à trouver la faille pour démasquer William et son passé. Il va mettre la main sur un procès dont Williams était le plaignant.,4.5,1
9464,Devouchki,Victor Remizov,"Les filles, ce sont Katia et Nastia, deux jeunes femmes dans la vingtaine, élevées et vivant en Sibérie, près d’Irkoutsk, à Beloretchensk, et qui se voient quasi contraintes d’aller tenter de trouver fortune à Moscou faute d’une quelconque opportunité à Beloretchensk (que dis-je ! en Sibérie dans sa globalité).",3.5,0
3975,Les Fiancés de l'été,Christian Laborie,Les fiancés de l’été / Christian Laborie,5.0,1
1558,"Les enquêtes de Lady Rose, tome 4 : Passions et trahisons",M. C. Beaton,"Les fiançailles du capitaine Cathcart et de Lady Rose n'ont beau être que de façade, notre chère Lady souhaiterait que l'attention du jeune Lord soit portée sur elle, or depuis quelque temps on le voit de plus en plus en compagnie d'une beauté française, Dolores Duval. Rose Summer n'est pas jalouse -du moins c'est ce qu'elle s'imagine- mais un soir, alors qu'elle croise le bel Harry au bras de Dolores, son sang ne fait qu'un tour et elle menace en public de tuer sa rivale si celle-ci ne laisse pas son fiancé tranquille...or Mme Duval est retrouvée morte le lendemain, et Rose par un malheureux hasard est découverte sur le lieu du crime, l'arme à la main...",4.5,1
1064,"Marcher droit, tourner en rond",Venet Emmanuel,"Les fêtes de Noël approchent. Pour certains, elles sont synonymes de retrouvailles et d'étoiles dans les yeux des enfants. Pour d'autres, il s'agit de trouver comment éviter les sujets qui fâchent (d'autant qu'ils ont tendance à se multiplier par les temps qui courent) et les bisous-qui-piquent de tata Suzanne. ",4.0,1
7711,Les femmes de sciences vues par une ado,Natacha Quentin,"Les femmes de la science, vues par une ado un peu vénère",2.0,-1
4742,Les animaux,Christian Kiefer,Les fantômes du passé,4.0,1
6268,"A mon père, mon repère",Fawaz Hussain,Les fantômes des pères.,4.5,1
3524,Les fantômes de Harvard,Francesca Serritella,Les fantômes de Harvard de Francesca Serritella,3.5,0
9154,Ted,Pierre Rehov,les explications d'un des plus grand tueur en série des E-U enlacées avec l'histoire des déportations russes sous le communisme. A lire,5.0,1
4468,Les Etincelles invisibles,Elle McNicoll,"Les étincelles invisibles de Elle McNicole est un livre qui traite à la fois du sujet de l'autisme et de celui des sorcières, exécutées parce qu'elles étaient différentes.",3.5,0
3709,"Les enfants des saules, tome 2 : Les graines de discorde",Charlotte Bousquet,"Les enfants des saules est une excellente saga où la protection de la nature est primordiale mais pas que. J’adore ce groupe de personnages attachants tout en nuance et bien construits. Chaque tome est placé sous le point de vue d’un personnage différent et c’est avec grand plaisir que j’attendais celui avec Jade comme narratrice car c’est définitivement le personnage dont j’aurai eu besoin enfant. Dans ce tome là, il y a un mal à combattre qui est original et permet d’aborder beaucoup de sujets du quotidien des enfants. J’ai trouvé cet angle très fin et juste ce qu’il faut d’approche détournée pour pousser à la réflexion et/ou ouvrir la parole. Entre relations, conflits, secrets, nature, famille et amitié toute l’histoire est crédible et permet de s’y reconnaitre et pourtant la magie n’est jamais loin. En parlant de magie, merci d’avoir laisser un gap entre le tome 1 et le 2, ça fait du bien d’éviter les progrès qui semblent arriver en un claquement de doigts. Ici c’est dit clairement qu’un certain temps est passé pendant lequel ils se sont beaucoup entrainés.",5.0,1
5718,Les enfants de l'hiver,Gilbert Bordes,Les enfants de l’hiver 🍂. - @editions_pocket,5.0,1
88,Jeux de ficelle,Nina Vincent,"Les enfants aiment toujours autant jouer avec des ficelles, ils peuvent même y passer beaucoup de temps. Ce livre pourrait leur fournir de belles idées !",2.5,-1
6579,Les employés,Olga Ravn,"Les Employés est un véritable OVNI littéraire écrit par une autrice et poétesse danoise qui nous emmène à bord d’un vaisseau spatial transportant à son bord des travailleurs. Certains de ces « employés » sont des humains venant de la planète Terre et d’autres sont appelés des « ressemblants », des sortes de machine qui ressemble à s’y méprendre à des humains, mais qui ont été créés et programmés. On ne sait en réalité pas grand-chose de ces ressemblants si ce n’est qu’il est difficile de les différencier des humains, puisqu’ils sont comme eux capables d’exprimer des idées et de penser. Certains chapitres nous laissent quand même des indices pour savoir si on a affaire à un humain ou à un ressemblant et on comprend petit à petit mieux les particularités de chacun.",4.0,1
3143,Les animaux extraordinaires,Claude Delafosse,"Les éditions Gallimard Jeunesse proposent de nombreux ouvrages vraiment passionnants, ludiques et originaux.",4.0,1
9099,"Oeuvre poétique complète : Tome 1, Aux voyageurs de la Grande Ourse",Claude-Henri Rocquet,"Les éditions Eoliennes ont entrepris la publication de l’œuvre poétique et théâtrale complète de Claude-Henri Rocquet (1933-2016), qui permet au public de découvrir ce poète à la fois immense, par l’amplitude de son écriture qui puise à la source des grands textes sacrés de l’humanité, et très discret, que sa modestie empêchait de pleinement s’affirmer poète. Ce premier tome rassemble les premiers recueils publiés et quelques inédits retrouvés par son épouse, Anne Fougère. Le plan de l'édition a été composé par le poète lui-même, qui a opéré des rapprochements et des déplacements pour renforcer la cohérence d’ensemble de l’ouvrage.",5.0,1
759,"Sept, tome 6 : Sept Yakuzas",Jean-David Morvan,"Les Editions Delcourt propose une série de 7 tomes pour 7 missions, 7 équipes de 7 hommes décidés à réussir, 7 histoires complètes à découvrir dans une collection d'exception.",3.0,0
1555,Après,Stephen King,"Les éditions Albin Michel nous offrent ""Après"", le nouveau roman (pourrait-on dire Novella) de Stephen King. Comme d'habitude, on est tout de suite mis dans l'ambiance du bon vieux maitre qui, cette fois-ci, se met dans la peau d'un jeune homme qui peut voir... les morts!",5.0,1
6366,Murmurer le nom des disparus,Rohan Wilson,"Les editions Albin Michel nous font découvrir la Tasmanie au rythme trépidant d'une course poursuite haletante. C'est un texte grandiose et dépaysant. C'est une histoire mémorable au sein d'une communauté miséreuse et brutale. C'est une terre mythique peuplée d'enfants sauvages et de femmes incroyables. A découvrir, à déguster et à mémoriser précieusement comme une lecture remarquable de 2021.",5.0,1
2077,Nous,Evgueni Zamiatine,"Les éditions Actes Sud remettent au goût du jour ce petit roman oublié d'Evgueni Zamiatine publié en 1920, et qui valut à l'auteur quelques problèmes avec le pouvoir fraîchement installé...",3.5,0
7261,Le livre noir de la gynécologie,Mélanie Déchalotte,"Les différentes critiques ont déjà tout dit, mais je viens ajouter ma pierre à l'édifice.",4.5,1
3784,Un squelette dans le placard,Lee Strauss,"Les deux premiers tomes d'une nouvelle série so cozy, voici Ginger Gold. Dès le début, j'ai eu un arrière goût de déjà vu. Et la lumière fut : Phryne Fisher enquête. Série diffusée sur Netflix et tirée des romans de l'auteure australienne Kerry Greenwood.",3.0,0
2438,The Short Stories,William Butler Yeats,"Les deux premiers tiers du livre sont un vrai bonheur, ils rappellent la collection ""Contes et Légendes"" que je lisais étant petite. Les contes et les fables se suivent, principalement moyenâgeux, et vous emmènent dans un monde envoûtant. Il y a évidemment l'intervention de Saint Patrick, patron de l'Irlande, des références au Sidh (L'Autre Monde de la mythologie celtique) et la présence de beaucoup d'êtres surnaturels : apparitions, revenants, êtres changés en hérons, et même un prince héritier qui a des plumes poussant dans ses cheveux…",3.5,0
553,Où vivaient les gens heureux,Joyce Maynard,"Les deux premières réflexions , d'ailleurs liées entre elles, qui me sont venues tout de suite après la lecture de ce roman sont : Y a t'il un guide pour être de bons parents et existe t'il un manuel du couple sans problème car, quoique on fasse , on a l'impression que ce n'est jamais la bonne méthode . Constat , on ne peut plus décourageant ...",4.0,1
5898,Rencontre à Venise / Le voyage de ses rêves,Alison Roberts,"Les deux parties sont très agréables à lire, il n'y a aucun temps mort. Les personnages sont très crédibles dans les deux romans et marquent par leurs caractères uniques. Aussi bien Venise que l'Orient-Express en font des romances de Noël originales. Une très bonne intégrale!",4.0,1
4753,"La Rose écarlate, Tome 1 : Je savais que je te rencontrerais",Patricia Lyfoung,"Les dessins sont super beaux, l’histoire très prenante. Le 17ème siècle !! Époque fastueuse !",5.0,1
5995,"Chiruran, tome 5",Eiji Hashimoto,"Les dessins pour les combats sont vraiment maîtrisé, ça va vraiment être une belle série de manga. L'histoire continue et il y a la première mort pour l'un des héros du manga... Une mort qui va causer de futur troubles au vu du responsable...",4.0,1
8381,Les Demoiselles,Anne-Gaëlle Huon,LES DEMOISELLES,4.0,1
1727,Memorial Drive,Natasha Trethewey,"Les défis de ce roman sont nombreux et à travers la difficile intégration des afro-américains en 1966 dans les Etats du Sud des Etats-Unis, Natasha Trethewey nous raconte la courte vie de sa mère, Gwen, qui tenta d'abord un mariage mixte, dont elle est issue, puis épousa Big Joe, son futur meurtrier.",4.5,1
4783,Alice - Origines,Cindy Balavoine,Les débuts d'une Suprême...,5.0,1
9044,Les contrôlés,JO 99,Les contrôlés,5.0,1
8733,"La Corse, les contes populaires",Frédéric Ortoli,"Les contes populaires de Corse collectés patiemment par Jean-Baptiste Frédéric Ortoli, essentiellement en Corse du Sud, et plus encore en Alta Rocca, couvrent les différentes thématiques que l'imaginaire ouvre aux hommes.",4.0,1
2404,Légendes du Guatemala,Miguel Angel Asturias,"Les contes et légendes sont l’une de mes grandes passions et même si mon intérêt de porte plus sur celles de nos régions, celles du bout du monde m’intrigue toujours autant par la ressemblance avec les nôtres. Miguel Angel Asturias avec sa belle plume nous plonge dans les légendes de son pays avec beaucoup de rêveries, tantôt sous formes de récit tantôt sous forme d’une pièce de théâtre, toutes ont un charme incontestable.",4.0,1
8294,Papa was not a Rolling Stone,Sylvie Ohayon,"Les cinquante premières pages sont vraiment très bien, je me suis même dit ""tiens, un nouveau La vie devant soi"", puis j'ai déchanté. On tombe vite dans les clichés ""racaille"" insupportables, genre c'est normal d'être violent et voleur quand on a été maltraité à ce point par ces salauds de Français, et on ne se prive surtout pas d'essentialiser les ""bourges du 16e"", en miroir parfait ce que l'on déplore pour ceux de la Cité des 3000 à la Courneuve. Reste un style vif, avec un humour qui fait souvent mouche, des émotions touchantes parce que manifestement authentiques, et un indéniable sens de la formule. Pas à jeter, donc.",3.0,0
1014,Le Conte du Graal ou Le roman de Perceval,Chrétien de Troyes (),"Les chevaliers de la Table ronde, le roi Arthur, le Graal, … tout ça berce mon imaginaire depuis tout petit. Dessins animés, films, romans, fantasy : les références se retrouvent partout. Il était donc temps d’aller à la source même de ces légendes, en commençant par Perceval et ce fameux Graal que certains cherchent encore obstinément aujourd’hui.",3.5,0
5505,Les chats Hutés,Stéphanie Dunand-Pallaz,"Les chats hutés vivent au temps des dinosaures. Comme ils passent leur temps à se disputer, ils décident de trouver un endroit plus grand pour établir leur maison et tout ça sans prendre en compte les autres autant dire que face à des dinosaures être sans gène est risqué. J’ai beaucoup aimé cet album très drôle, tout en rime et qui sous couvert de divertissement rappel l’importance d’être attentif à son prochain, de respecter autrui et son environnement. Ca permet aussi de montrer l’importance de réfléchir à ses besoins réels et de partager les ressources. Les dessins participent à renforcer humour et message. C’est un moyen ludique d’expliquer la nécessité de suivre des règles permettant de tous vivre ensemble. Des chats, des dinosaures, des rimes et de belles valeurs, j’ai hâte de le partager avec mes nièces. Il y a tout pour qu’elles adorent cette lecture.",4.5,1
6826,"L'Empereur partit, les généraux restèrent",Theodor Plievier,"Les chapitres de ce livre alternent le point de vue des soldats croupissant dans les tranchées, des marins enfermés dans les soutes des navires de guerre, des familles ouvrières subissant les privations à Berlin, des militants ouvriers plus ou moins conscients des enjeux du moment et ceux du Haut état-major de l’armée, de l’entourage de l’empereur Guillaume II et des chefs du Parti social-démocrate (SPD) prêts à tout pour sauver un ordre social qu’ils prétendaient combattre. On y voit de l’intérieur la mutinerie des marins de la base militaire de Kiel puis la contagion massive de la révolte, qui se transforme en révolution, comme celle qui a donné le pouvoir aux soviets en Russie. Accessoirement, on réalise dans ce livre que la révolution allemande s’est déroulée en pleine pandémie de grippe espagnole, celle-ci frappant les prolétaires dénutris de Berlin ou le chancelier d’Empire Max de Bade.",4.5,1
5318,Les chansons françaises,Céline Berger,"Les chansons françaises de Céline Berger, ma dernière lecture. Que j'ai terminée avec un méli-mélo de sentiments en moi. Une jolie histoire qui a fait écho en moi, un retour en adolescence, notre adolescence tellement riche en espoirs divers, rêves, idéalisations, remises en question... Emma, devenue adulte, retrouve dans le grenier de sa grand-mère Lucette, un boite sur laquelle elle avait écrit ""à n'ouvrir sous aucun prétexte"". Elle va l'ouvrir cette boite et avec elle, nous emmener dans son adolescence et le temps de son premier amour qu'elle n'a jamais vraiment oublié. Quitte à vivre au présent en spectatrice de sa vie. Quitte à ne pas avoir vraiment commencé à vivre sa vie d'adulte. Quitte à se protéger de vivre vraiment, à tout comparer à ""avant"". Accompagnée de sa maman si proche d'elle, des souvenirs et conseils précieux de sa grand-mère, de sa meilleure amie bienveillante, elle va s'immerger dans son passé pour avancer au présent, plonger dans cette étape si importante d'une vie, ""le premier grand amour"", et essayer de l'analyser, le comprendre et avancer. Un roman que je quitte avec regret, il me laisse un goût de jeunesse que j'aimerais retrouver, de nostalgie de cette époque où tous les rêves étaient permis, et une note d'espoir aussi: on peut toujours arriver à avancer dans la vie 🙏💙",4.5,1
6008,Les sirènes de Saint-Malo,Françoise Bourdin,"Les Carriban sont armateurs de bateau de pêche de père en fils. Quand Jaouen décède sans prévenir, son fils Joël revient à la maison alors qu'il l'a quittée depuis 8 ans, après une dispute violente.",3.0,0
8932,"Les Carnets de l'apothicaire, tome 1",Natsu Hyuuga,Les carnets de l'apothicaire:,4.5,1
6305,Thérèse Raquin,Émile Zola (),Les brutes humaines dans la boue parisienne :,4.0,1
2417,"Les Bidochon, tome 17 : Les Bidochon usent le forfait",Christian Binet,"Les Bidochon, une valeur sûre ! Et ce tome-ci ne fait pas exception. Dès la première page j’étais déjà morte de rire. Quand Raymond se met en tête d’acheter un téléphone portable et de profiter du forfait, Raymonde n’a qu’à bien se tenir… Ce tome a plus de 20 ans et date de l’apparition des téléphones portables, mais il a gardé tout son piment !",5.0,1
3587,Les beaux mensonges,Céline de Roany,Les beaux mensonges 🗯. - @celinederoany @pressesdelacite,5.0,1
6221,Quatre garçons dans le van,Bob Martin,"Les Beatles, groupe légendaire dont on ne fait plus la renommée. Je suis une fan inconditionnelle du groupe depuis mon plus jeune âge. Ce groupe de quatre garçons qui fait danser et chanter la planète entière. Mais connaissons-nous leurs origines, leur parcours, leurs premiers pas ? Je n’ai pas hésité un seul instant pour découvrir l’ouvrage de Bob Martin qui retrace les trois premières années du groupe mythique. Je me suis immergée dans leurs vies, leurs galères, auprès de leurs familles et de leurs amis. J’ai ressenti leurs doutes, leurs colères. J’ai également sillonné les routes dans leur van démodé pour jouer sur le plus de scènes possibles et réussir à se faire un nom dans le monde de la musique. J’ai beaucoup aimé le style de l’auteur. Nous suivons le groupe à travers les yeux de Chris, un ami proche qui va les suivre partout mais surtout, les aider. Ce choix de narration a su me charmer dès les premières pages et me tenir en haleine tout au long de l’ouvrage. Cependant, j’ai été très embêtée par les coquilles restantes… J’en ai aperçu une, puis deux, puis trois et ensuite, j’ai arrêté de les compter… Des fautes de frappe qui faisaient trébucher ma lecture pourtant dynamique et addictive. La mise en page m’a également parfois posée problème, un dialogue qui continuait dans un paragraphe ou qui ne redémarrait pas à la ligne, etc. Mais cela ne gâche rien à l’histoire ni sa bonne compréhension ! J’ai été ravie de passer trois années en compagnie de Paul, George, Ringo et John. J’ai adoré connaître leurs petits secrets et leurs petites manies. Si vous aussi, vous ne pouvez pas vous empêcher de fredonner lorsque vous entendez une chanson des Beatles, ce livre est fait pour vous !",3.5,0
7916,"Secret défense d'aimer, tome 3",Axelle Auclair,"Les bases de la romance entre Condor et Sabine sont posés, ils ont appris à s'aimer et s'apprivoiser, mais également à vivre ensemble malgré les missions.",5.0,1
9338,L'aiguille creuse,Maurice Leblanc,"Les aventures rocambolesques d'Arsène Lupin sont devenues mythiques. Dans ce roman, Arsène Lupin va devoir affronter un adversaire à sa mesure: un élève de rhétorique de 17 ans. Celui-ci va lui donner bien du fil à retordre en s'intéressant notamment au mystère de l'aiguille creuse.",3.0,0
8429,Les tribulations d'un chercheur d'oiseaux,Philippe Dubois,"Les aventures de l'auteur sont incroyables, pourtant celui-ci se perd à énumérer des noms d'oiseaux à la suite sans intérêt (et pourtant je suis ornithologue), entrecoupé de blagues peu drôles, et ""d'anecdotes"" autour de sa petite personne. Si les voyages ne doivent pas être faciles, il a une façon de se plaindre, et en même temps de se vanter qui sont fort désagréables.",2.0,-1
5359,Azuro et le défi du Père Noël,Laurent et Olivier Souillé,Les aventures d’Azuro sont toujours de gros coup de cœur pour notre famille.,5.0,1
1052,Deux remords de Claude Monet,Michel Bernard (III),"Les artistes sont au second plan dans ""Le bon sens"", où François Fouquet peint le portrait de Charles VII et d'Agnès Sorel, et dans ""Les bourgeois de Calais"", qui relate l'amitié entre le maire de Calais et le sculpteur Rodin, et non Rodin lui-même. Dans ce roman-ci, en revanche, Claude Monet est au centre de l'ouvrage, du récit et de toute l'entreprise du livre : il n'est question que de lui, de son regard sur les paysages et les gens, et de sa peinture. Il faut donc s'attendre à de longues pages descriptives, puisque la description est la traduction littéraire du portrait ou du paysage. On sait d'ailleurs, que ""remords"", qui figure dans le titre, rappelle le terme pictural de ""repentir"", adapté de l'italien ""pentimento"", mots qui appartiennent en propre au vocabulaire de l'art.",4.0,1
912,Leurs enfants après eux,Nicolas Mathieu,"Les années 90, à Heillange, dans l'Est de la France. La ville est dévastée par l'arrêt des hauts-fourneaux. Misère et désolation : chômage, trafics en tout genre, alcoolisme, drogue, ennui, fermetures de petits commerces sont le quotidien des habitants.",3.5,0
9456,Histoire de la Luftwaffe,Bill Gunston,"Les anglais Tony WOOD, ancien pilote et instructeur de la RAF, et Bill GUNSTON (1927 – 2013), vétéran de la Deuxième Guerre Mondiale, ancien pilote et instructeur de la RAF, nous proposent ici un livre d’ensemble, à la fois historique et encyclopédique, sur la Luftwaffe.",3.5,0
2587,Les oubliés,John Grisham,Les Anges Gardiens,4.0,1
1172,Wonder (roman),R.J Palacio,"Les amis, ce roman est l'une de mes plus belles lectures de 2021 !",5.0,1
8170,Les âmes du temps perdu,David Perroud,Les âmes du temps perdu ♾. - @davidperroudauteur @editionsjouvence,5.0,1
1415,Le Canal des Innocentes,Hervé Huguen,Les affaires classées ne le sont jamais réellement.,4.0,1
9648,"Misha, le poisson rouge et l'harmonica",Carine-Laure Desguin,"Les Adopuscules sont comme les petits frères des Apéropuscules que j’ai présentés en écrivant le commentaire de celui écrit par Evelyne Wilwerth. Les Editions Lamiroy proposent un nouveau concept éditorial qui consiste à écrire le début d’un roman et de le soumettre au jugement des lecteurs après impression. Les Apéropuscules qui recevront le meilleur accueil auront une chance d’être édités. L’autre « collection (les Adopuscules) est ouverte à tout auteur - débutant ou confirmé -, le texte doit obligatoirement cibler un public de 10 à 18 ans …». Outre le public ciblé, les textes proposés sont limités dans leur longueur et doivent se présenter sous la forme d’une nouvelle. Carine-Laure a proposé l’opus #07, l’histoire de Misha avec son poisson rouge et son harmonica.",3.5,0
7394,Au bout de nos rêves,Théo Lemattre,Léonie état une patineuse artistique a l'avenir brillant jusqu'à la chute... Celle qui lui a brisé la colonne vertébrale et l'a clouée dans un fauteuil roulant...,2.5,-1
5426,Les petites distances,Véro Cazot,"Léonie est une jeune et jolie femme rousse qui est hantée chaque nuit par des visions d’êtres difformes. Max est un jeune homme tellement insignifiant qu’il en devient transparent, mais réellement transparent. Il va s’incruster dans la vie de Léonie, faire disparaître ses démons nocturnes, supporter de la voir dans les bras d’un autre, bref vivre avec cette femme qui ne le voit pas. Lorsque Léonie croit enfin avoir recouvré la liberté, elle se rend compte qu’il reste un démon chez elle et que celui-là n’est pas monstrueux, mais qu’elle l’aime. Et cet amour rendra à Max son “opacité”. Jolie parabole cette vraie transparence pour montrer l’insignifiance qu’on peut avoir pour l’autre, ce sentiment de ne pas exister à ces yeux. Très tendre histoire, très joli dessin",4.0,1
4916,"Pour Noël, je te veux toi !",Lil Evans,"Leonie est une héroïne forte de caractère. Elle déteste Noël mais surtout par-dessus tout les enfants. Si elle parait aussi froide c’est parce qu’elle a perdu espoir et confiance envers l’amour et les autres êtres humains. Pourtant ce n’est qu’une facette d’elle qui en cache une autre. Tell un iceberg, Léonie est en fait une femme forte, accro aux chocolats, et rêveuse du grand amour. Elle adore son chat, son métier d'agent de sécurité dans le centre commercial et les livres. Elle a la malchance d’avoir une famille qui ne l’apprécie pas à sa juste valeur: ils ne passent leur temps qu’à la critiquer.",4.0,1
1446,Glen Affric,Karine Giebel,"Léonard (Léo) a quinze ans, mesure 1m89, est taillé comme un véritable colosse, mais reste – dans sa tête – un tout petit garçon apeuré totalement incapable de se défendre contre ses harceleurs au collège … Heureusement, il a l’amour inconditionnel de sa mère, Mona (Mo) pour lui réchauffer le coeur à la maison … Et l’appui de Sacha (l’ébeniste) ainsi que l’amitié fidèle de Victoria (treize ans) la fille des employeurs de Mona. Il aimerait bien comprendre aussi pourquoi Jorge, son grand-frère, est parti à Glen Affric (en Écosse) et n’est plus jamais revenu … Son grand-frère qu’il ne connait pas … Depuis peu, Léo est plus misérable que jamais : Hadrien, son (seul) copain (surdoué) a quitté le collège pour un lycée … Et son chat adoré (Arsène) a été « kidnappé contre rançon » par quelques petits voyous, qui s’amusent à le martyriser un peu plus chaque jour …",5.0,1
3382,Mentir aux étoiles,Alexandre Chardin,"Léon entre en sixième. La boule au ventre. Enfant différent, rêveur, il attire les harceleurs comme le paratonnerre la foudre. Ça ne rate pas : très vite, il se fait embêter par des grands de troisième. Heureusement, il trouve une alliée inattendue : Salomé, une élève de troisième, grande et grosse. Vulgaire, dirait la mère de Léon. Mais Léon ne veut plus être surprotégée par sa mère. Il ne veut plus avoir peur. Il est temps que le ""poussin"" devienne un ""Léon le lion"".",4.0,1
5288,I will be your romeo,Alana Scott,"Léo a 28 ans, il est plombier mais également accompagnateur. Une sorte d'escort sauf qu'il ne couche pas avec ses clientes.",3.0,0
6670,Alerte avalanche d'amour et tempête de flocons,Alex Kin,"leni est une solitaire qui aime hiberner jusqu’à la saison prochaine tel un hérisson. Pourtant sa meilleure amie l’a poussé et elle se retrouve malgré elle dans un chalet de luxe à Megeve. Cet hiver cependant a un goût désagréable en bouche suite au décès de sa maman. Pauline, sa meilleure amie a tout prévu: visionnage de films de Noël, bataille de boules de neige, balade en raquettes et tout ça ensemble. Le groupe est donc composé de Fred, Will, Carl, la cousine de Pauline, Pauline et Leni . 6 personnages avec des caractères différents, des façons de penser différentes. Beaucoup de thèmes intéressants sont abordés: les sentiments, le partage, les préjugés, la culpabilité, le deuil, l’abandon et le pardon.",4.0,1
6598,"La chose au fond du sac, tome 1 : La découverte",Luce Basseterre,"Lena fait partie d’une famille recomposée. Après le décès de leur beau-père, les enfants et leur mère partent vivre chez le grand-père François. Lena est particulière. Elle peut entendre les pensées de ceux qui l’ entourent. Le problème cependant c’est qu’elle n’a aucun filtre et que parfois c’est dur de tout entendre sans pouvoir s’en empêcher. Elle est donc sujette assez régulièrement aux migraines et au besoin de solitude. Cela nous donne déjà un aperçu du caractère de cette jeune fille et nous la rend de suite attachante.",3.0,0
2040,Le Cerf-volant,Laetitia Colombani,"Léna est enseignante depuis 20 ans mais lorsqu'un drame personnel survient, Léna décide de quitter la France et de s'envoler pour l'Inde. Un jour, au lever du soleil, elle part nager dans l'océan mais elle manque de se noyer. Une petite fille qui jouait avec un cerf-volant sur le rivage va chercher de l'aide.",4.5,1
2945,La vie est belle et drôle à la fois,Clarisse Sabard,"Léna déteste Noël. Elle ne le fête plus. Un jour, sa mère la convoque manu militari pour fêter les fêtes en famille dans le petit village de Vallenot. A l’arrivée, une surprise l’attend : sa mère a disparu et est partie réaliser ses rêves. Noël approche et progressivement, les secrets et souvenirs bien enfouies ressortent au grand jour…",4.0,1
9207,Le cerf-volant,Laetitia Colombani,"Léna débarque en Inde pour un mois pour tenter de se remettre d’un drame personnel. Elle manque de se noyer dans la mer et est secourue par une fillette qui joue au cerf-volant et une brigade de jeunes filles. En essayant de les remercier, Léna apprend à les connaître : Lalita, la fillette de dix ans, vit chez des parents où elle est serveuse. Sa mère est morte alors qu’elle essayait de l’extraire de leur condition miséreuse et son père vit à l’autre bout du pays. Inconsolable, elle est depuis lors muette. La brigade est dirigée par Preeti, jeune femme farouche qui se dévoue à enseigner les arts martiaux comme défense à des filles qui sont la proie de violeurs. Elle s’est échappée de sa famille pour échapper au mariage forcé et au viol.",5.0,1
